,comentario,liguagem
389,É a minha música favorita ️️️️️️️️️️️️️️,pt
390,Grande Música Linda Eu gosto muito muito muito 2019‍️‍️️️️️️🇵🇹,pt
391,Tão bom mm ️️,pt
392,É maravilhosa,pt
393,o melhor cantor do mundo,pt
394,I love adoro adoro muito linda mesmo,pt
395,muito fixe a música,pt
396,Meu namorado me enviou é muito linda🇵🇹🇧🇷,pt
397,Na primeira vez que ouvi isto eu chorei porque estou de férias e eu sou criança e isso me fez lembrar da minha amiga Sara que agora vou ter de esperar para a ver e to triste por não a ter comigo,pt
398,Lindo......,pt
399,adorei Parabéns ,pt
400,Muito fireee isto ,en
401,Cantas bem nuno ribeiro parabens,pt
402,2021 a  ouvir istooo orgulho ,en
403,A musica e fire  ️,pt
404,E uma musica linda e toca no coracao mando esta musica para uma pessoa muito especial para mim,pt
405,Boa de mais está musica contimua assim adoro te tanto,pt
406,"Chorei quando ouvi ,pq fez lembrar minha ex que me trocou por um psicopata",pt
407,"Muito gira! vim depois de ouvir no Mtv, este vídeo lembra muito o video da musica do chris brown dont judge me, quem mais concorda?
Att, não é uma crítica na negativa, muito pelo contrário. 
Sucessos para você!",pt
408,Excelente música tudo de bom,pt
409,Muito fixe adoro muito,pt
410,Simplesmente tudo foi vai um dia volta abraço Nuno,pt
411,Muito bom,pt
412,És um dos meus ídolos,pt
413,Esta música é mt bonita e a melhor música da nuvela valor de vida é a mt que eu gosto,pt
414,Muito fixe ️,pt
415,Adoro a tua musica e a minha preferida,pt
416,Eu fico a pensar no meu crush quando ouço esta música ,pt
417,A ouvir a pensar naquela pessoa.....,pt
418,Top continua assimesta musica está espetacular desejo te muito sucesso ,pt
419,Good as hell! ,en
420,Nuno  R  desejo lhe um feliz  e santo natal com muita paz  e harmonia na companhia dos que você mais ama  principalmente com saúde que e principal tudo de bom e ou mesmo tempo grande sosseso para  a sua carreira do mundo da musica,pt
421,"ta muito bom, força",pt
422,Esta música descrevesse aos meus pais,pt
423,Nuno Ribeiro. excelente. mesmo. Top,pt
424,"Quem já ouviu esta musica mais de 10x que dê like , eu ja viciei totil esta musica está muito boa parabens",pt
425,Está linda  parabéns ,pt
426,Bela música  muito linda  ilha do pessegueiro  porto covo,pt
427,ESSA MUSICA E ESPECIAL PARA VARELAS MEU NOIVO,pt
428,Adoro,pt
